ID,Context,Source,comments,DE,ES,FR,garbled,JA,lengthened,PT,RU,ZH-Hans
TXT_Popup_Metrics_Text_00,Frontend,"We believe that your experience in Per Aspera is invaluable and can help us improving the game.<br>That's why we are asking you to share ANONYMOUSLY some game data. This data will contribute to game balance, bug fixing, and quality of life improvements.<br>We will NOT have access to your IP, or any other way to identify particular users, and the studio will never share that data externally.",,"Wir glauben, dass deine Erfahrung in Per Aspera von unschätzbarem Wert ist und uns dabei helfen kann, das Spiel noch besser zu machen.<br>Darum bitten wir dich, ANONYM einige Spieldaten mit uns zu teilen. Diese Daten werden uns dabei unterstützen, die Spielbalance zu verbessern, Fehler zu beheben und allgemeine Verbesserungen vorzunehmen.<br>Wir haben dabei KEINEN Zugriff auf deine IP und können Nutzer auch auf keinem anderen Weg identifizieren. Das Studio wird diese Daten außerdem nicht an Dritte weitergeben.","Tu experiencia jugando Per Aspera tiene mucho valor para nosotros, pero además puede ayudarnos a mejorar el juego. Es por eso queremos que nos compartas los datos de tus partidas de manera ANÓNIMA.<br>Esta información nos ayudará a balancear el juego, a detectar errores y a planificar futuras mejoras.<br>NO accederemos a tu dirección de IP, ni a ningún otro tipo de información personal. Tampoco compartiremos esos datos con terceros.","Votre avis de joueur de Per Aspera nous intéresse, car nous savons qu'il peut nous aider à améliorer le jeu.<br>C'est pourquoi nous vous demandons si vous accepteriez de partager ANONYMEMENT certaines données de jeu. Celles-ci nous aideront à équilibrer le jeu, à corriger les éventuels bugs et à améliorer le confort de jeu.<br>Nous n'aurons PAS accès à votre IP ni à quelque autre moyen de vous identifier, et nous ne partagerons jamais ces informations avec qui que ce soit.",,Per Asperaでのあなたの体験は、非常に有益で、ゲームの改善をする上での参考資料となります。<br>そこで、匿名で一部のゲームデータを開発にご提供いただくよう呼びかけています。頂いたデータは、ゲームバランス調整、バグの修正、ゲーム体験の改善に用いられます。<br>IPや、その他ユーザーが特定できるようなデータの取得は行いません。また、頂いたデータを外部の機関に共有することは一切しません。,,"Acreditamos que a sua experiência no Per Aspera é valiosíssima e pode nos ajudar a melhorar o jogo.<br>Por isso, estamos pedindo que você compartilhe, ANONIMAMENTE, dados do seu jogo. Estes dados contribuirão para o balanceamento do jogo, correção de bugs e melhorias menores.<br>Nós NÃO teremos acesso ao seu IP ou a qualquer outra forma de identificação de usuários específicos e o estúdio nunca compartilhará esses dados com terceiros.","Мы уверены, что ваши впечатления от Per Aspera – это ценная информация, которая может помочь нам улучшить игру.<br>Вот почему мы просим позволить нам собирать кое-какую АНОНИМНУЮ информацию о том, что происходит с вами в игре. Эти сведения помогут нам совершенствовать баланс игры, исправлять ошибки и вводить в игровой процесс приятные улучшения.<br>Это НЕ даст нам доступа к вашему IP-адресу или любой другой идентифицирующей вас информации, и мы обязуемся никогда не делиться полученными данными с третьими лицами.",我们非常重视您在《繁星苦旅》的游戏体验，我们认为相关信息能够帮助我们进一步完善这款游戏。<br>因此，我们希望您同意匿名分享部分游戏数据，以便我们更好地调整游戏的平衡，修复漏洞，改善生活质量（QoL）。<br>我们绝对不会访问您的IP，也不会通过其他方式获取用户的身份信息，工作室也不会将所获数据对外分享。
TXT_Popup_Metrics_Text_01,Frontend,"To read the full terms, <u>please click here</u>",,Die vollständigen Nutzungsbedingungen <u>findest du hier</u>.,"Para leer atentamente los Términos y Condiciones, haz <u>clic aquí</u>.","Pour consulter la totalité des clauses, <u>cliquez ici</u>.",,規約の全文をお読みになる場合は、<u>こちらをクリックしてください</u>,,"Para ler os termos completos, <u>clique aqui</u>","Чтобы прочитать условия целиком, <u>нажмите здесь</u>.",如需阅读条款全文，<u>请点击此处</u>
TXT_Popup_Metrics_Text_02,Frontend,We will never use your data for any other reason beyond game improvements.,,Wir werden deine Daten niemals für andere Zwecke als zur Verbesserung des Spiels verwenden.,Nunca usaremos tus datos con una finalidad que no sea la de mejorar el juego.,Nous n'utiliserons jamais vos données pour autre chose que pour améliorer le jeu.,,ゲーム改善以外の理由でデータを使用することは、一切ありません。,,Nunca usaremos seus dados para outro fim que não melhorias no jogo.,Мы обязуемся использовать полученные от вас сведения исключительно для улучшения качества игры.,您的数据我们只会用来完善游戏，绝对不会用于其他目的。
TXT_Popup_Metrics_Text_03,Frontend,You can change this setting anytime from the OPTIONS window,,Du kannst diese Einstellung jederzeit über die OPTIONEN ändern.,Puedes cambiar esta configuración desde el menú de OPCIONES en cualquier momento.,Vous pouvez modifier ce paramètre à tout moment à partir de la fenêtre OPTIONS.,,この設定は、オプションウィンドウからいつでも変更できます。,,Você pode mudar esta opção a qualquer momento na janela OPÇÕES.,Вы сможете в любом момент изменить эту опцию в окне НАСТРОЙКИ,如需更改这一设置，随时可以打开“选项”窗口更改。
TXT_PopUp_TechTreeButton,Frontend,Tech Tree,,Technologiebaum,"Árbol Tecnológico ",Arborescence technologique,,テックツリー,,Árvore de tecnologias,Дерево исследований,科技树
TXT_PopUp_TutorialPlacingBuildings_Title,Frontend,Building placement,,Gebäudeplatzierung,Construcción de Edificios,Placement de bâtiment,,施設配置,,Posicionamento de estruturas,Размещение построек,建筑设施选址
TXT_PopUp_TutorialPlacingBuildings_Subtitle,Frontend,Tip,,Tipp,Recomendación,Astuce,,ヒント,,Dica,Совет,提示
TXT_PopUp_TutorialPlacingBuildings_Description,Frontend,"Welcome to Mars! From the right sidebar of your screen, you can select buildings to place on the planet. Or you can left-click on a resource to select the building directly from the pop-up menu.",,"Willkommen auf dem Mars! Mithilfe der rechten Seitenleiste kannst du Gebäude auswählen, die du auf dem Planeten platzieren möchtest. Alternativ kannst du per Linksklick auf eine Ressource das gewünschte Gebäude direkt über das Popup-Menü auswählen.",Desde la barra lateral derecha de su pantalla puedes seleccionar edificios para colocar en el planeta. O haz clic con el botón izquierdo sobre un recurso para seleccionar el edificio directamente desde el menú emergente.,Bienvenue sur Mars ! La barre latérale droite vous permet de sélectionner les bâtiments à construire. Vous pouvez également effectuer un clic gauche sur une ressource ou sélectionner le bâtiment directement à partir du menu déroulant.,,火星にようこそ！画面右のサイドバーから、惑星に設置する施設を選択できます。もしくは、資源上で左クリックして現れるポップアップメニューから施設を直接選ぶこともできます。,,"Boas-vindas! Estamos em Marte! Você pode selecionar estruturas para colocar no planeta a partir da barra lateral direita. Ou então, clique em um recurso para selecionar a estrutura diretamente do menu contextual que surgir.","Добро пожаловать на Марс! Ты можешь выбрать здание для строительства, воспользовавшись меню с правой стороны экрана, либо щёлкнуть левой кнопкой мыши по интересующему тебя месторождению и выбрать ту же постройку в выпадающем меню.",欢迎来到火星！屏幕右侧的边栏可以选择建筑设施，然后在火星上选择施工位置，或者左键点击一处资源，即可直接从弹出窗口选择相应的建筑设施。
TXT_Popup_TutorialBuildingManagement_Title,Frontend,Common Engineering<br>Technology,,Gewöhnliche<br>Ingenieurwissenschaft,Ingeniería General<br>Tecnología,Ingénierie courante,,初級エンジニアリング<br>技術,,Tecnologia de<br>engenharia comum,Простые инженерные<br>технологии,常规工程科技<br>
TXT_Popup_TutorialBuildingManagement_Subtitle,Frontend,Research Completed,,Forschung abgeschlossen,Investigación Completa,Recherche menée à bien,,研究終了,,Pesquisa concluída,Исследование завершено,科研完成
TXT_Popup_TutorialBuildingManagement_Description,Frontend,"• Building Limit +100<br><br>Tip: In the structure counter at the bottom left of the screen, you can open a board with all your buildings. Among other things, the table allows you to locate a specific structure, or select a group of a particular type of buildings, turn them on/off or prioritize them.",,"• Gebäude-Limit +100<br><br>Tipp: Im Gebäudezähler links unten am Bildschirm kannst du eine Übersicht mit all deinen Gebäuden öffnen. Unter anderem kannst du dort ein bestimmtes Gebäude finden oder eine Gruppe bestimmter Gebäude auswählen, aus-/einschalten oder priorisieren.","• +100 al Límite de Construcciones<br><br>Recomendación: En el contador de estructuras sobre la parte inferior izquierda de la pantalla, puedes abrir un tablero con todos tus edificios. Entre otras cosas, el tablero permite que ubiques una estructura específica, o que selecciones un grupo particular de edificios, y encenderlos, apagarlos o priorizarlos.","• Maximum de bâtiments +100<br><br>Astuce : le compteur de structures, en bas à gauche de l'écran vous permet d'ouvrir une fenêtre regroupant tous vos bâtiments. Celle-ci vous permet entre autres de localiser une structure spécifique, ou encore de sélectionner un type de bâtiments afin de les activer, de les désactiver, ou de les mettre prioritaires.",,• 施設上限数 +100<br><br>ヒント：画面左下の構造物カウンターから、全施設を一覧する画面を開くことができます。特にこの画面の表では、特定の構造物を探す、特定のタイプの施設グループを選択する、それらの有効・無効の切り替えおよび優先度の変更、といったことができます。,,"• Limite de estruturas +100<br><br>Dica: a partir do contador de estruturas no canto inferior esquerdo da tela, é possível abrir uma tabela com todas as suas estruturas. Entre outras coisas, essa tabela permite que você localize uma estrutura específica ou selecione um grupo particular delas, ligue ou desligue as mesmas, ou as priorize.","• Лимит построек: +100<br><br>Совет: нажав на счётчик построек в левом нижнем углу экрана, ты можешь открыть список со всеми твоими зданиями. Помимо прочего, в нём можно с лёгкостью отыскать нужную тебе постройку или выделить группу построек конкретного типа, включить/выключить их либо назначить им высокий приоритет.",• 建筑上限+100<br><br>提示：屏幕左侧底部有一个建筑计数按钮，可以打开建筑设施概况界面。你在这一界面可以找到某一建筑，或者选中特定类别的一组建筑，对其进行启动/关停或提高优先级的操作。
TXT_Popup_TutorialRebuildingStructures_Title,Frontend,Rebuilding Structures,,Gebäude wiederaufbauen,Reconstruyendo Edificios,Reconstruire les structures,,構造物の再建,,Reconstruindo estruturas,Восстановление построек,重新建设建筑设施
TXT_Popup_TutorialRebuildingStructures_Subtitle,Frontend,Tip,,Tipp,Recomendación,Astuce,,ヒント,,Dica,Совет,提示
TXT_Popup_TutorialRebuildingStructures_Description,Frontend,"Incoming meteors showers may destroy your buildings. If you do not rebuild them, they will be eventually scrapped. Left-click on a destroyed building to select the option to rebuild it. Or rebuild multiple buildings at once by holding Shift and drawing a selection box with the mouse or hold Ctrl and select one by one.",,"Meteoritenschauer können deine Gebäude zerstören. Wenn du sie nicht wiederaufbaust, werden sie irgendwann abgerissen. Klicke auf ein zerstörtes Gebäude, um die Option für den Wiederaufbau auszuwählen. Oder baue mehrere Gebäude auf einmal wieder auf, indem du Umschalten gedrückt hältst und mit der Maus eine Auswahlbox ziehst oder Strg gedrückt hältst und die Gebäude einzeln auswählst.","Las lluvias de meteoros pueden destruir tus edificios. Si no los reconstruyes, eventualmente serán desechados. Haz clic izquierdo en un edificio destruido para elegir reconstruirlo. O reconstruye varios edificios a la vez manteniendo presionada la tecla Mayús y dibujando un cuadro de selección con el mouse o presionando Ctrl y seleccionando uno por uno.","Vos bâtiments peuvent être endommagés par des pluies de météores. Si vous ne les reconstruisez pas, ils seront détruits pour récupérer leurs ressources. Effectuez un clic gauche sur un bâtiment endommagé pour avoir l'option de le reconstruire. Si vous souhaitez en reconstruire plusieurs, vous pouvez les sélectionner un par un en cliquant dessus tout en maintenant la touche Ctrl enfoncée, ou sélectionner la zone dans laquelle ils se trouvent à l'aide de la souris tout en maintenant la touche Maj enfoncée.",,飛来する隕石によって施設が破壊されてしまうことがあります。そうした施設の再建をしないでいると、最終的には解体されてしまいます。破壊された施設の上で左クリックすると、再建するという選択肢が表示されます。シフトキーを押しながらマウスを動かして選択ボックスで囲ったり、Ctrlキーを押しながら一つ一つ選択することで、複数の施設を再建することもできます。,,"Chuvas de meteoros podem destruir suas estruturas. Se você não as reconstruir, ela serão demolidas em algum momento. Clique com o botão esquerdo em uma estrutura destruída para acessar a opção de reconstruí-la. Ou, para reconstruir várias de uma vez, segure Shift e arraste uma caixa de seleção com o mouse, ou segure Ctrl e selecione uma a uma.","Метеоритные дожди могут разрушать твои постройки. Разрушенные постройки рано или поздно деконструируются. Чтобы восстановить разрушенную постройку, щёлкни по ней левой кнопкой мыши и выбери ""Восстановить"". Ты также можешь выделить и восстановить сразу несколько построек, удерживая Shift и растягивая рамку выделения либо удерживая Ctrl и выделяя их по одной.",即将到来的流星雨有可能毁坏建筑设施，如不重新建设，损坏的建筑设施最终就会拆除。左键点击一座损毁的建筑设施，选择重新建设。你也可以按住Shift键，按住鼠标左键，拖出选取方框，同时选中方框之内的多个建筑设施；按住Ctrl键，逐一选中，也可以同时选取多座建筑设施。
